工单编号,工单类型,问题分类,标签,标题,主要内容,工单状态,来电人,来电人电话/账号,被反映区,被反映街乡镇,办理结果,回复内容,处理受理方式,办结时间,企业名称,是否解决,是否满意,工单性质,村/社区,小区点位
热线-240110-000360,诉求,医疗卫生->医疗服务->挂号与退费,营商环境,挂号与退费相关诉求,来电人表示，其在房山区琉璃河镇辖区某公园公厕附近发现医疗服务方面挂号与退费情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,回复完成,吴某,159××××,房山区,琉璃河镇,,,,2024-10-26 12:22:02,,未解决,基本满意,主办,不详,某公园公厕
热线-240417-000361,诉求,民政->养老服务->机构服务,接诉即办,投诉养老服务领域机构服务事项,来电人表示，其在房山区韩村河镇辖区韩村河大集附近发现养老服务方面机构服务情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,回复完成,马某,133××××,房山区,韩村河镇,,,现场,2024-01-18 19:00:19,北京某商贸有限公司,部分解决,未评价,转办,不详,韩村河大集
热线-240607-000362,咨询,城市管理->市容环境->占道经营,,请求协调处理占道经营问题,诉求人反映，房山区琉璃河镇范围内某商圈地下停车场涉及占道经营问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,,吴某,155××××,房山区,琉璃河镇,已转属地处理，聚焦“占道经营”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与琉璃河镇相关单位沟通，针对“占道经营”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,系统转派,2024-06-03 08:32:34,北京某商贸有限公司,解决,基本满意,转办,某某社区,某商圈地下停车场
热线-241126-000363,咨询,教育->校外培训->预收费纠纷,控烟,投诉校外培训领域预收费纠纷事项,来电人表示，其在房山区琉璃河镇辖区京深路琉璃河段附近发现校外培训方面预收费纠纷情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,已转派,赵某,135××××,房山区,琉璃河镇,已转行业主管部门处理，聚焦“预收费纠纷”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与琉璃河镇相关单位沟通，针对“预收费纠纷”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,电话,2025-01-16 09:19:38,某物业公司,部分解决,不满意,主办,某某社区,京深路琉璃河段
热线-250315-000364,求助,交通运输->道路运输->非法营运,七有五性,非法营运相关诉求,市民称，房山区张坊镇某公园公厕附近近期出现与非法营运相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,杨某,137××××,房山区,张坊镇,,,联合办理,2024-11-11 13:46:27,某装饰工程有限公司,部分解决,未评价,转办,不详,某公园公厕
热线-250111-000365,控烟,,控烟,商场卫生间吸烟,市民反映，房山区青龙湖镇青龙湖环湖路公共卫生间存在吸烟问题，影响公共环境，来电反映控烟管理问题。,办理中,李某,186××××,房山区,青龙湖镇,已转属地卫生健康监督机构并协调加强控烟劝导与执法巡查。,,现场,,,,,转办,某小区业委会,青龙湖环湖路
热线-240828-000366,诉求,劳动和社会保障->拖欠工资->工程建设领域,营商环境,投诉拖欠工资领域工程建设领域事项,来电人表示，其在房山区窦店镇辖区某学校门口附近发现拖欠工资方面工程建设领域情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,,吴某,130××××,房山区,窦店镇,已转属地处理，聚焦“工程建设领域”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与窦店镇相关单位沟通，针对“工程建设领域”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,,2025-04-27 19:19:11,北京某工程有限公司,未解决,不满意,协办,某村党支部,某学校门口
热线-250401-000367,诉求,科体文宣->体育->健身场所管理,接诉即办,关于十渡镇某农贸市场的情况反映,诉求人反映，房山区十渡镇范围内某农贸市场涉及健身场所管理问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,办理中,张某,156××××,房山区,十渡镇,已转属地处理，聚焦“健身场所管理”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与十渡镇相关单位沟通，针对“健身场所管理”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,联合办理,2024-06-04 09:37:29,北京某商贸有限公司,解决,未评价,转办,不详,某农贸市场
热线-240214-000368,诉求,交通运输->道路运输->非法营运,接诉即办,请求协调处理非法营运问题,市民称，房山区佛子庄乡某小区及周边近期出现与非法营运相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,,王某,156××××,房山区,佛子庄乡,,工作人员联系诉求人并开展核实。经与佛子庄乡相关单位沟通，针对“非法营运”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,,,某装饰工程有限公司,部分解决,基本满意,协办,不详,某小区及周边
热线-240127-000369,建议,公共安全->消防安全->通道占用,七有五性,通道占用相关诉求,市民称，房山区佛子庄乡某农贸市场附近近期出现与通道占用相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,,周某,137××××,房山区,佛子庄乡,,工作人员联系诉求人并开展核实。经与佛子庄乡相关单位沟通，针对“通道占用”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,系统转派,,某劳务公司,解决,基本满意,转办,不详,某农贸市场
热线-240819-000370,投诉,住房城乡建设->物业管理->电梯故障,,请求协调处理电梯故障问题,来电人表示，其在房山区向阳街道辖区某小区及周边发现物业管理方面电梯故障情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,办理中,周某,131××××,房山区,向阳街道,,,联合办理,2024-04-07 16:22:01,,部分解决,未评价,主办,不详,某小区及周边
热线-240128-000371,诉求,科体文宣->文化->文物保护,营商环境,投诉文化领域文物保护事项,诉求人反映，房山区良乡镇范围内良乡镇政府周边涉及文物保护问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,回复完成,孙某,198××××,房山区,良乡镇,,工作人员联系诉求人并开展核实。经与良乡镇相关单位沟通，针对“文物保护”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,联合办理,2025-03-10 12:23:16,某物业公司,部分解决,基本满意,转办,某某社区,良乡镇政府周边
热线-240507-000372,建议,公共安全->消防安全->通道占用,控烟,关于拱辰街道某公园公厕的情况反映,诉求人反映，房山区拱辰街道范围内某公园公厕涉及通道占用问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,回复完成,王某,131××××,房山区,拱辰街道,已转联合工作组处理，聚焦“通道占用”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与拱辰街道相关单位沟通，针对“通道占用”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,联合办理,2024-02-17 10:47:18,北京某餐饮管理有限公司,解决,基本满意,协办,不详,某公园公厕
热线-240322-000373,诉求,城市管理->市政设施->道路破损,营商环境,道路破损相关诉求,诉求人反映，房山区城关街道范围内房山城关商业街涉及道路破损问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,回复完成,杨某,158××××,房山区,城关街道,,工作人员联系诉求人并开展核实。经与城关街道相关单位沟通，针对“道路破损”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,系统转派,2025-03-05 17:24:08,某劳务公司,部分解决,满意,转办,某小区业委会,房山城关商业街
热线-240408-000374,咨询,医疗卫生->医疗服务->挂号与退费,控烟,挂号与退费相关诉求,来电人表示，其在房山区史家营乡辖区某小区及周边发现医疗服务方面挂号与退费情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,回复完成,李某,186××××,房山区,史家营乡,,工作人员联系诉求人并开展核实。经与史家营乡相关单位沟通，针对“挂号与退费”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,现场,2024-12-07 14:28:43,某劳务公司,部分解决,基本满意,转办,某居委会,某小区及周边
热线-241201-000375,投诉,城市管理->市容环境->占道经营,营商环境,请求协调处理占道经营问题,来电人表示，其在房山区河北镇辖区某公园公厕附近发现市容环境方面占道经营情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,回复完成,赵某,131××××,房山区,河北镇,已转属地处理，聚焦“占道经营”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与河北镇相关单位沟通，针对“占道经营”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,系统转派,2024-12-30 19:04:46,,部分解决,基本满意,主办,某小区业委会,某公园公厕
热线-240104-000376,投诉,劳动和社会保障->拖欠工资->工程建设领域,"多样性,七有五性",关于霞云岭乡某村主街的情况反映,来电人表示，其在房山区霞云岭乡辖区某村主街附近发现拖欠工资方面工程建设领域情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,回复完成,刘某,132××××,房山区,霞云岭乡,,,现场,2024-04-17 08:05:44,,解决,基本满意,转办,某居委会,某村主街
热线-241205-000377,求助,城市管理->市政设施->道路破损,营商环境,道路破损相关诉求,市民称，房山区西潞街道北亚骨科医院周边近期出现与道路破损相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,孙某,150××××,房山区,西潞街道,,工作人员联系诉求人并开展核实。经与西潞街道相关单位沟通，针对“道路破损”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,现场,2024-03-18 19:39:22,某物业公司,部分解决,未评价,主办,某村,北亚骨科医院周边
热线-241019-000378,建议,科体文宣->体育->健身场所管理,营商环境,请求协调处理健身场所管理问题,市民称，房山区长阳镇长阳半岛附近近期出现与健身场所管理相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,,郑某,135××××,房山区,长阳镇,,工作人员联系诉求人并开展核实。经与长阳镇相关单位沟通，针对“健身场所管理”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,电话,2024-05-20 10:36:41,,未解决,满意,主办,不详,长阳半岛
热线-240524-000379,求助,科体文宣->文化->文物保护,,投诉文化领域文物保护事项,诉求人反映，房山区东风街道范围内某餐馆门前区域涉及文物保护问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,已转派,赵某,176××××,房山区,东风街道,,工作人员联系诉求人并开展核实。经与东风街道相关单位沟通，针对“文物保护”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,,2025-03-19 09:46:43,某劳务公司,解决,满意,协办,某村党支部,某餐馆门前区域
热线-241221-000380,建议,教育->校外培训->预收费纠纷,"多样性,七有五性",投诉校外培训领域预收费纠纷事项,市民反映，房山区霞云岭乡某村主街附近存在预收费纠纷相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,已转派,孙某,138××××,房山区,霞云岭乡,,工作人员联系诉求人并开展核实。经与霞云岭乡相关单位沟通，针对“预收费纠纷”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,电话,,,未解决,不满意,主办,某某社区,某村主街
热线-241029-000381,诉求,住房城乡建设->物业管理->停车管理,"多样性,七有五性",停车管理相关诉求,市民反映，房山区向阳街道某商圈地下停车场附近存在停车管理相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,回复完成,王某,198××××,房山区,向阳街道,,,电话,2024-07-18 12:13:09,,解决,满意,协办,不详,某商圈地下停车场
热线-241209-000382,投诉,市场管理->食品安全->餐饮卫生,接诉即办,餐饮卫生相关诉求,来电人表示，其在房山区南窖乡辖区某产业园门口附近发现食品安全方面餐饮卫生情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,,刘某,138××××,房山区,南窖乡,,工作人员联系诉求人并开展核实。经与南窖乡相关单位沟通，针对“餐饮卫生”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,联合办理,,某物业公司,部分解决,未评价,协办,不详,某产业园门口
热线-240914-000383,咨询,民政->养老服务->机构服务,"多样性,七有五性",请求协调处理机构服务问题,来电人表示，其在房山区河北镇辖区河北镇矿区道路附近发现养老服务方面机构服务情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,办理中,杨某,130××××,房山区,河北镇,已转行业主管部门处理，聚焦“机构服务”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与河北镇相关单位沟通，针对“机构服务”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,现场,,某劳务公司,未解决,不满意,协办,某村,河北镇矿区道路
热线-240114-000384,诉求,住房城乡建设->物业管理->电梯故障,,关于阎村镇阎村产业园的情况反映,市民称，房山区阎村镇阎村产业园附近近期出现与电梯故障相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,办理中,杨某,158××××,房山区,阎村镇,,工作人员联系诉求人并开展核实。经与阎村镇相关单位沟通，针对“电梯故障”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,电话,,,未解决,基本满意,协办,某村,阎村产业园
热线-241029-000385,建议,科体文宣->文化->文物保护,"多样性,七有五性",请求协调处理文物保护问题,市民反映，房山区迎风街道某餐馆门前区域附近存在文物保护相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,回复完成,郑某,159××××,房山区,迎风街道,已转属地处理，聚焦“文物保护”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与迎风街道相关单位沟通，针对“文物保护”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,,2024-05-30 11:31:08,某劳务公司,部分解决,未评价,转办,某小区业委会,某餐馆门前区域
热线-250204-000386,咨询,生态环境->噪声->施工噪声,"多样性,七有五性",施工噪声相关诉求,市民称，房山区东风街道某公园公厕附近近期出现与施工噪声相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,,杨某,137××××,房山区,东风街道,,,系统转派,,,解决,不满意,转办,不详,某公园公厕
热线-250420-000387,投诉,科体文宣->体育->健身场所管理,七有五性,关于史家营乡某村主街的情况反映,市民称，房山区史家营乡某村主街附近近期出现与健身场所管理相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,李某,158××××,房山区,史家营乡,,,现场,2025-01-19 19:02:53,北京某商贸有限公司,未解决,未评价,协办,某某社区,某村主街
热线-240121-000388,咨询,生态环境->大气污染->扬尘,"多样性,七有五性",扬尘相关诉求,市民称，房山区窦店镇窦店大集附近近期出现与扬尘相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,,张某,131××××,房山区,窦店镇,,工作人员联系诉求人并开展核实。经与窦店镇相关单位沟通，针对“扬尘”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,联合办理,,,解决,满意,协办,某村党支部,窦店大集
热线-241211-000389,投诉,农业农村->农村道路->路灯与排水,接诉即办,关于阎村镇阎村产业园的情况反映,市民反映，房山区阎村镇阎村产业园附近存在路灯与排水相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,,李某,138××××,房山区,阎村镇,已转属地处理，聚焦“路灯与排水”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与阎村镇相关单位沟通，针对“路灯与排水”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,,,某物业公司,解决,不满意,主办,某小区业委会,阎村产业园
热线-241124-000390,诉求,民政->养老服务->机构服务,控烟,请求协调处理机构服务问题,诉求人反映，房山区南窖乡范围内某写字楼楼道涉及机构服务问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,回复完成,陈某,136××××,房山区,南窖乡,,工作人员联系诉求人并开展核实。经与南窖乡相关单位沟通，针对“机构服务”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,联合办理,2024-07-03 15:23:25,某装饰工程有限公司,未解决,基本满意,转办,某居委会,某写字楼楼道
热线-240405-000391,咨询,住房城乡建设->物业管理->停车管理,七有五性,请求协调处理停车管理问题,市民反映，房山区良乡镇良乡镇政府周边存在停车管理相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,,周某,155××××,房山区,良乡镇,,,现场,,某物业公司,解决,未评价,协办,不详,良乡镇政府周边
热线-250418-000392,投诉,市场管理->单用途预付卡->游泳卡,七有五性,关于佛子庄乡某农贸市场的情况反映,市民称，房山区佛子庄乡某农贸市场附近近期出现与游泳卡相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,办理中,陈某,136××××,房山区,佛子庄乡,已转行业主管部门处理，聚焦“游泳卡”问题开展核查与回访。,,系统转派,2024-03-01 18:25:02,,解决,基本满意,协办,不详,某农贸市场
热线-240925-000393,建议,城市管理->市容环境->占道经营,,请求协调处理占道经营问题,市民称，房山区周口店镇周口店遗址博物馆周边近期出现与占道经营相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,杨某,150××××,房山区,周口店镇,已转属地处理，聚焦“占道经营”问题开展核查与回访。,,联合办理,2024-09-03 12:21:53,,解决,满意,转办,某居委会,周口店遗址博物馆周边
热线-240403-000394,求助,公共安全->消防安全->通道占用,营商环境,投诉消防安全领域通道占用事项,市民反映，房山区良乡镇某学校门口附近存在通道占用相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,已转派,杨某,176××××,房山区,良乡镇,,,联合办理,2024-05-04 08:23:33,北京某健身休闲有限公司,未解决,满意,转办,不详,某学校门口
热线-241207-000395,投诉,市场管理->食品安全->餐饮卫生,,请求协调处理餐饮卫生问题,来电人表示，其在房山区良乡镇辖区良乡镇政府周边发现食品安全方面餐饮卫生情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,已转派,赵某,151××××,房山区,良乡镇,已转属地处理，聚焦“餐饮卫生”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与良乡镇相关单位沟通，针对“餐饮卫生”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,现场,2025-01-01 16:27:35,北京某餐饮管理有限公司,未解决,基本满意,主办,某某社区,良乡镇政府周边
热线-250118-000396,建议,农业农村->农村道路->路灯与排水,营商环境,投诉农村道路领域路灯与排水事项,诉求人反映，房山区南窖乡范围内某村主街涉及路灯与排水问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,回复完成,郑某,132××××,房山区,南窖乡,,,现场,2025-02-25 14:45:22,北京某商贸有限公司,部分解决,基本满意,转办,不详,某村主街
热线-240107-000397,求助,住房城乡建设->物业管理->停车管理,,停车管理相关诉求,市民称，房山区韩村河镇某医院西门附近近期出现与停车管理相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,周某,137××××,房山区,韩村河镇,已转联合工作组处理，聚焦“停车管理”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与韩村河镇相关单位沟通，针对“停车管理”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,系统转派,2024-03-01 14:20:00,,解决,满意,协办,某村党支部,某医院西门
热线-240606-000398,求助,市场管理->食品安全->餐饮卫生,七有五性,请求协调处理餐饮卫生问题,市民反映，房山区阎村镇阎村产业园附近存在餐饮卫生相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,办理中,王某,186××××,房山区,阎村镇,已转属地处理，聚焦“餐饮卫生”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与阎村镇相关单位沟通，针对“餐饮卫生”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,,2025-02-17 15:16:24,,部分解决,不满意,协办,不详,阎村产业园
热线-240907-000399,建议,劳动和社会保障->拖欠工资->工程建设领域,营商环境,请求协调处理工程建设领域问题,来电人表示，其在房山区阎村镇辖区阎村产业园附近发现拖欠工资方面工程建设领域情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,,吴某,136××××,房山区,阎村镇,,工作人员联系诉求人并开展核实。经与阎村镇相关单位沟通，针对“工程建设领域”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,电话,2025-03-03 20:08:45,某劳务公司,未解决,未评价,主办,不详,阎村产业园
热线-241128-000400,咨询,生态环境->噪声->施工噪声,控烟,投诉噪声领域施工噪声事项,诉求人反映，房山区长阳镇范围内京投万科金域广场涉及施工噪声问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,回复完成,王某,166××××,房山区,长阳镇,已转行业主管部门处理，聚焦“施工噪声”问题开展核查与回访。,,,2024-05-04 14:14:03,,解决,基本满意,协办,某村,京投万科金域广场
热线-240809-000401,咨询,劳动和社会保障->拖欠工资->工程建设领域,接诉即办,投诉拖欠工资领域工程建设领域事项,诉求人反映，房山区周口店镇范围内周口店遗址博物馆周边涉及工程建设领域问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,回复完成,陈某,155××××,房山区,周口店镇,,,电话,2025-03-26 13:07:07,北京某餐饮管理有限公司,部分解决,基本满意,转办,某居委会,周口店遗址博物馆周边
热线-241020-000402,咨询,住房城乡建设->物业管理->停车管理,,投诉物业管理领域停车管理事项,市民反映，房山区青龙湖镇青龙湖环湖路附近存在停车管理相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,,张某,198××××,房山区,青龙湖镇,已转行业主管部门处理，聚焦“停车管理”问题开展核查与回访。,,电话,,,部分解决,基本满意,主办,不详,青龙湖环湖路
热线-241228-000403,建议,城市管理->市容环境->占道经营,,请求协调处理占道经营问题,诉求人反映，房山区向阳街道范围内某公园公厕涉及占道经营问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,办理中,张某,136××××,房山区,向阳街道,已转属地处理，聚焦“占道经营”问题开展核查与回访。,,联合办理,,,解决,满意,主办,不详,某公园公厕
热线-241018-000404,诉求,城市管理->市容环境->占道经营,七有五性,关于拱辰街道某产业园门口的情况反映,来电人表示，其在房山区拱辰街道辖区某产业园门口附近发现市容环境方面占道经营情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,,张某,186××××,房山区,拱辰街道,已转联合工作组处理，聚焦“占道经营”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与拱辰街道相关单位沟通，针对“占道经营”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,电话,2024-06-18 10:24:55,,部分解决,基本满意,主办,某居委会,某产业园门口
热线-240430-000405,投诉,生态环境->噪声->施工噪声,控烟,请求协调处理施工噪声问题,市民称，房山区大石窝镇某写字楼楼道附近近期出现与施工噪声相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,郑某,151××××,房山区,大石窝镇,已转行业主管部门处理，聚焦“施工噪声”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与大石窝镇相关单位沟通，针对“施工噪声”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,联合办理,2024-01-15 17:22:11,北京某餐饮管理有限公司,未解决,满意,主办,不详,某写字楼楼道
热线-240311-000406,诉求,民政->养老服务->机构服务,控烟,机构服务相关诉求,诉求人反映，房山区东风街道范围内某地铁站口涉及机构服务问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,办理中,刘某,130××××,房山区,东风街道,,,电话,,北京某商贸有限公司,部分解决,满意,主办,不详,某地铁站口
热线-241130-000407,控烟,,七有五性,公共场所吸烟,市民反映，房山区河北镇河北镇矿区道路公共卫生间存在吸烟问题，影响公共环境，来电反映控烟管理问题。,回复完成,李某,188××××,房山区,河北镇,,,现场,2024-06-09 17:36:09,,,,主办,某居委会,河北镇矿区道路
热线-241213-000408,投诉,科体文宣->体育->健身场所管理,"多样性,七有五性",请求协调处理健身场所管理问题,市民称，房山区窦店镇窦店物流园周边近期出现与健身场所管理相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,郑某,188××××,房山区,窦店镇,已转属地处理，聚焦“健身场所管理”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与窦店镇相关单位沟通，针对“健身场所管理”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,现场,2024-09-12 20:17:37,某劳务公司,部分解决,基本满意,转办,不详,窦店物流园周边
热线-250408-000409,建议,住房城乡建设->物业管理->停车管理,七有五性,请求协调处理停车管理问题,来电人表示，其在房山区韩村河镇辖区韩村河大集附近发现物业管理方面停车管理情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,办理中,周某,130××××,房山区,韩村河镇,,工作人员联系诉求人并开展核实。经与韩村河镇相关单位沟通，针对“停车管理”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,电话,,某物业公司,部分解决,未评价,协办,某某社区,韩村河大集
热线-250127-000410,诉求,城市管理->市容环境->占道经营,营商环境,投诉市容环境领域占道经营事项,市民反映，房山区南窖乡某产业园门口附近存在占道经营相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,办理中,刘某,131××××,房山区,南窖乡,,工作人员联系诉求人并开展核实。经与南窖乡相关单位沟通，针对“占道经营”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,联合办理,,北京某工程有限公司,解决,基本满意,转办,某村,某产业园门口
热线-240309-000411,求助,城市管理->市政设施->道路破损,七有五性,道路破损相关诉求,诉求人反映，房山区西潞街道范围内北亚骨科医院周边涉及道路破损问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,已转派,孙某,135××××,房山区,西潞街道,已转行业主管部门处理，聚焦“道路破损”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与西潞街道相关单位沟通，针对“道路破损”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,联合办理,2024-05-23 10:32:02,某装饰工程有限公司,未解决,基本满意,转办,某居委会,北亚骨科医院周边
